,backdrop_path,budget,genres,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,trailer_link,casts
24,https://www.themoviedb.org/t/p/w533_and_h300_bestv2/S3EIcOUQYxgd3QzjOo2rZJ2MN8.jpg,0,"['Action', 'Drama', 'War']","Following the roguish terrorist attacks at Uri Army Base camp in Kashmir, India takes the fight to the enemy, in its most successful covert operation till date with one and only one objective of avenging their fallen heroes.",586.964,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yNySAgpAnWmPpYinim9E0tUzJWG.jpg,['RSVP Movies'],['India'],2019-01-11,0,138,['Hindi'],,Uri: The Surgical Strike,7.144,302,https://www.youtube.com/embed/Cg8sbRFS3zU,"[{'name': 'Vicky Kaushal', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/fik5AjdZRVborbztOBb6tENbtUk.jpg'}, {'name': 'Paresh Rawal', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/vqqA4DVnqIfvmGtwdwHtHEzMvst.jpg'}, {'name': 'Yami Gautam', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/wQwYuofypdW7JnglmyFbeWKu33j.jpg'}, {'name': 'Kirti Kulhari', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/5jm5YN7QGKCjgHYFQOFySIZ1Od3.jpg'}, {'name': 'Mohit Raina', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/rz4xNpcCmDfmuUHETRtuBvF1mvd.jpg'}, {'name': 'Dhairya Karwa', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/1rXIti2cWehxe1xuj2iTpvZsFji.jpg'}, {'name': 'Rajit Kapoor', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/mATIzHiXTeW6xB8IoJVLTD5NDMn.jpg'}, {'name': 'Ivan Rodrigues', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/lT09cBcZaplqpKHklKHVXPaZvfd.jpg'}, {'name': 'Manasi Parekh', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/hehENX9xvxs97OCHZTYuceRPQ0q.jpg'}, {'name': 'Swaroop Sampat', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/uFdmoiG3yETmLRD0DqMVToAN0kq.jpg'}, {'name': 'Shishir Sharma', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/fNyJckJRkWhMassWL6YlkPMFfvK.jpg'}]"
25,https://www.themoviedb.org/t/p/w533_and_h300_bestv2/4fLZUr1e65hKPPVw0R3PmKFKxj1.jpg,200000000,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']","In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",582.041,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,"['Walt Disney Pictures', 'Pixar']",['United States of America'],2023-06-14,490797988,102,['English'],Opposites react.,Elemental,7.733,2952,https://www.youtube.com/embed/hXzcyx9V0xw,"[{'name': 'Leah Lewis', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/liV9OXUeo7T19hhjFlqTELtETnW.jpg'}, {'name': 'Mamoudou Athie', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/iPx1s7EuBEmty7MXdKSBpEBsGYT.jpg'}, {'name': 'Ronnie del Carmen', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/lPCmkQK76DOgkmcRjg9394QPyAu.jpg'}, {'name': 'Shila Ommi', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/i9m2RGrANNxidj0bVKlSs0zHPNX.jpg'}, {'name': 'Wendi McLendon-Covey', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/bXDG1QhUwnWa9621rOf1dO3OKoC.jpg'}, {'name': ""Catherine O'Hara"", 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/gI2RyymLJ9ZrhEyJSD5EqSvFpCX.jpg'}, {'name': 'Mason Wertheimer', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/rhXmrh7dWkCAj23MhGfI79jcbjN.jpg'}, {'name': 'Ronobir Lahiri', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/uZQu5zBGxE62uGP7qaGhjQ79bn3.jpg'}, {'name': 'Wilma Bonet', 'profile_path': ''}, {'name': 'Joe Pera', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/lzf1mnclmHo4y53ZpvtlkWgFunZ.jpg'}, {'name': 'Matthew Yang King', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/jcLJIw0s2uP4PSnH5E8oM3pUyiV.jpg'}]"
26,https://www.themoviedb.org/t/p/w533_and_h300_bestv2/gxTZ1VxqFYZv0l9XWfUVEp7KxIY.jpg,0,"['Action', 'Drama']",Ran participates in a death match in order to save her missing sister Yuzuki.,567.959,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/3mQ8tK7xpx95nq0RslW91RPbB5Y.jpg,"['Kross Pictures', 'Knuckle Girl Productions']","['Japan', 'South Korea']",2023-10-25,0,107,['Japanese'],,Knuckle Girl,6.5,8,,"[{'name': 'Ayaka Miyoshi', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/62oahK2mc58X5sNrxyhCVXKryIx.jpg'}, {'name': 'Hideaki Ito', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/rAUBx8rz1UKy2ZI1oBDXwNuPJZg.jpg'}, {'name': 'Yosuke Kubozuka', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/w7BWTUqaZRBlR9DOB4ygcRNasj2.jpg'}, {'name': 'Goki Maeda', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/i6xzpsh8eNvcnzEr2daJjTBF7Zk.jpg'}, {'name': 'Kanata Hosoda', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/rTNWJDMqsQICpopd6Nj1uHfa88s.jpg'}, {'name': 'Kotona Minami', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/hpiO6jMfz5nshWVBckYjiTv0oqV.jpg'}, {'name': 'Satoshi Jinbo', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/8kVtQbERnvzw01Swx9OR4ASofLc.jpg'}, {'name': 'Ruka Matsuda', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/ycaWsWAamlp2lqAwqIIh8kqFt7r.jpg'}, {'name': 'Masaki Miura', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/7s42GpmTNLWe8r3MSafDebGa5wK.jpg'}, {'name': 'Eishin', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/aoKwrY5akhvuOxomcJWP0SShTcA.jpg'}, {'name': 'Narimi Arimori', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/ddYpWdmS4qFePqMe8BmZM663AqM.jpg'}]"
27,https://www.themoviedb.org/t/p/w533_and_h300_bestv2/jkKVLzLWjSvTnc84VzeljhSy6j8.jpg,14000000,"['Romance', 'Drama']","Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment.",565.709,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/uQxjZGU6rxSPSMeAJPJQlmfV3ys.jpg,"['Voltage Pictures', 'Wattpad']",['United States of America'],2023-09-13,9700000,93,"['English', 'Portuguese']",,After Everything,7.024,503,https://www.youtube.com/embed/NsmopvKNSE4,"[{'name': 'Hero Fiennes Tiffin', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/vNdScND38ytcV4tKEdu3cnGZgSe.jpg'}, {'name': 'Josephine Langford', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/rxQIrvUN1NGHkqSKHug1hoHTUNi.jpg'}, {'name': 'Mimi Keene', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/7bUgfaycm0f6PgEn3eLo8oANByO.jpg'}, {'name': 'Stephen Moyer', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/xprwOCXa2cNkjhrGtcJp0VfJMlZ.jpg'}, {'name': 'Louise Lombard', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/6znYbOI2Z8PfzZ6p9jHG5QdAeb2.jpg'}, {'name': 'Arielle Kebbel', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/dmYiAeWoeVsRdT4UBBGuW9gBfjQ.jpg'}, {'name': 'Carter Jenkins', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/fGVndWC3hgwK1uVrhiyzTUyIaxW.jpg'}, {'name': 'Kiana Madeira', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/HgCI95xnSZJaE18d15n7PykOU7.jpg'}, {'name': 'Rob Estes', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/b24y5Tv4A8DUjkfYpJ1l1qpkhyv.jpg'}, {'name': 'Frances Turner', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/gc89yMClEPTRmB0eIJ2hh0sQEIV.jpg'}, {'name': 'Dylan Sprouse', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/1kAWq60C8NpEkDsUMz4dVUo5YTH.jpg'}]"
28,https://www.themoviedb.org/t/p/w533_and_h300_bestv2/eoIQMUeJDOG41way1pb5TjiPFFf.jpg,10000000,"['Horror', 'Thriller']","A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.",563.671,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dwIQ7WDCSiIcNdbferTcU7uI0KV.jpg,"['Lionsgate', 'Millennium Media', 'Mainline Pictures', 'Leatherface Productions', 'Twisted Chainsaw Pictures']",['United States of America'],2013-01-03,47340586,92,['English'],Evil wears many faces.,Texas Chainsaw 3D,5.456,1534,https://www.youtube.com/embed/Z0xYPG-gX0U,"[{'name': 'Alexandra Daddario', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/lh5zibQXYH1MNqkuX8TmxyNYHhK.jpg'}, {'name': 'Dan Yeager', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/a8Px83AGELiAFK1kze1ZDuuqLQn.jpg'}, {'name': 'Trey Songz', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/1p7tRWkh28VWpkwE38oBSZeStqb.jpg'}, {'name': 'Tania Raymonde', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/rqzi5xaXbgfxZXNbsJVCDsSXPKx.jpg'}, {'name': 'Paul Rae', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/b5XZK3hUrio96loH4RWoBLlxGvL.jpg'}, {'name': 'Thom Barry', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/9XhXqoqKqfQHZ5kGtuSkldcKYSF.jpg'}, {'name': 'Scott Eastwood', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/afBfMtNlGm9dZ2eNSjSVk3XkgoU.jpg'}, {'name': 'Shaun Sipos', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/vXsKlHCCwwipQJoklvJisSVj6Fc.jpg'}, {'name': 'Richard Riehle', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/wgjBsgpzRvardVXZhNGixSw63g2.jpg'}, {'name': 'Keram Malicki-Sánchez', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/i9jnh8okQoP0YjoQVd3Ie9qny2y.jpg'}, {'name': 'Marilyn Burns', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/eTgbAuZkD7Qa2GxtqlveHE95bV0.jpg'}]"
29,https://www.themoviedb.org/t/p/w533_and_h300_bestv2/2vFuG6bWGyQUzYS9d69E5l85nIz.jpg,195000000,"['Action', 'Adventure', 'Science Fiction']","When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",545.755,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/gPbM0MK8CP8A174rmUwGsADNYKD.jpg,"['Skydance', 'Paramount', 'di Bonaventura Pictures', 'Bay Films', 'New Republic Pictures', 'Tom DeSanto/Don Murphy Production', 'Hasbro']",['United States of America'],2023-06-06,429800000,127,"['Quechua', 'Spanish', 'English']",Unite or fall.,Transformers: Rise of the Beasts,7.463,3536,https://www.youtube.com/embed/ZtuFgnxQMrA,"[{'name': 'Anthony Ramos', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/seFm2fKh6reyZaaCg7DmRpodLCw.jpg'}, {'name': 'Dominique Fishback', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/zduC0PM7xKzFX4F7DH8CCt5gt6O.jpg'}, {'name': 'Peter Cullen', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/9Snf4fBUkk5MrAjqtNtgZRJYJbj.jpg'}, {'name': 'Ron Perlman', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/9riPBfsWpzEzh2y9ucxTW22iakI.jpg'}, {'name': 'Peter Dinklage', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/9CAd7wr8QZyIN0E7nm8v1B6WkGn.jpg'}, {'name': 'Michelle Yeoh', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/6oxvfyrrM3YmhgFZSqc8ESqPZoC.jpg'}, {'name': 'Pete Davidson', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/oWt3BVhlfv2UnUt9vcsdmCX70Ue.jpg'}, {'name': 'Liza Koshy', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/67PtOsPiLTvyFtRtJ1pK23oJICc.jpg'}, {'name': 'Cristo Fernández', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/pRuCGBvmLgtALcEUcFemzTDYad1.jpg'}, {'name': 'Luna Lauren Velez', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/98BvmTJCZHx0jPv0oNcv04Jkmfb.jpg'}, {'name': 'Dean Scott Vazquez', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/bo4Cmv8rXIYSskIbMFbrcIedFnG.jpg'}]"
30,https://www.themoviedb.org/t/p/w533_and_h300_bestv2/hZ5r3hrbQ9uqXBxto1VpixOfqvj.jpg,0,"['Thriller', 'Comedy', 'Drama']","Confined to a claustrophobic hotel room, the heir to a hotel empire and the dominatrix who has primed him for success become locked in a battle of wits and wills as he tries to end his relationship with her.",533.026,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/mpVGR5tPhTmTiqSu8kvrSsNCQLl.jpg,"['Rumble Films', 'Charades', 'Mosaic', 'Hype Studios']","['France', 'United States of America']",2023-04-06,0,96,['English'],His game. Her rules.,Sanctuary,6.108,88,https://www.youtube.com/embed/SZjTAFc97js,"[{'name': 'Margaret Qualley', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/uoFKNAsKaN6Zk8sazzqRulfMt7Q.jpg'}, {'name': 'Christopher Abbott', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/7H5oo9jJSgrTNSvuD5IPA4gnOYW.jpg'}, {'name': 'Danita Battle', 'profile_path': ''}, {'name': 'Rene Calvo', 'profile_path': ''}, {'name': 'Christian Casatelli', 'profile_path': ''}, {'name': 'Dominick Defilips', 'profile_path': ''}]"
31,https://www.themoviedb.org/t/p/w533_and_h300_bestv2/2n6KECWCNmekIEgZFNlldkELUsP.jpg,0,"['Action', 'Drama']","Once-menacing, anger fueled, trained martial arts fighters Robert, Dony and Xavier settle down to peaceful lives, after a significant event prompts them. Fate orchestrates their reunion and return from exile to their fighting ways, when their history linger ominously and one of them faces a violent attack.",520.337,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/y6QRQ0bHGt9Wc1BBTZsa1iB2PAm.jpg,['Weekend Blockbusters'],['India'],2023-08-25,0,150,['Malayalam'],Let the Fight Begin,RDX: Robert Dony Xavier,6.88,25,,"[{'name': 'Shane Nigam', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/aOdGLGywO3qEBo8dJpaYCghIoV.jpg'}, {'name': 'Antony Varghese', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/dKRa8ghSXw6J1OTcxMziZh3l1jb.jpg'}, {'name': 'Neeraj Madhav', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/vzFN3yyUEzEstVkMRnaI4lImrOp.jpg'}, {'name': 'Lal', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/ds3eeWA56YFeeuWP6WUs1ok58FK.jpg'}, {'name': 'Babu Antony', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/yaT3I5xf8XG806Or6sOMPMPOUVD.jpg'}, {'name': 'Baiju Santhosh', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/vZeQVdTSAQxtgQ08ZSXeRGtxkXw.jpg'}, {'name': 'Maala Parvathi', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/l0iW1LfapmsXcvJaLPuwb68L5Ll.jpg'}, {'name': 'Mahima Nambiar', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/us0TCjr5IHotLbyr6PKjofEqN2x.jpg'}, {'name': 'Aima Sebastian', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/mFMNOe02XNXO29vFwVswrQ7A6mJ.jpg'}, {'name': 'Nishanth Sagar', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/s8uiq88RmHzQ73n0noDCdMCZGyj.jpg'}, {'name': 'Vishnu Agasthya', 'profile_path': ''}]"
32,https://www.themoviedb.org/t/p/w533_and_h300_bestv2/lyHmhoRj3zXSdeCYbs2oOXLCF4K.jpg,5000000,"['Animation', 'Adventure', 'Family', 'Fantasy']","Forest soul Mavka faces an impossible choice between her heart and her duty as guardian to the Heart of the Forest, when she falls in love with the talented young human musician Lukas.",509.589,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/eeJjd9JU2Mdj9d7nWRFLWlrcExi.jpg,"['Animagrad Animation Studio', '3Beep', 'FILM.UA Group']",['Ukraine'],2023-03-02,17300000,99,['Ukrainian'],,Mavka: The Forest Song,7.282,489,https://www.youtube.com/embed/WZ1je_JJTv8,"[{'name': 'Nataliia Denysenko', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/icFn3OujI8b4UCLpnwZHsHpUFm3.jpg'}, {'name': 'Artem Pyvovarov', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/sSRRRzGwR4LV6PKOn8leGXjk3CA.jpg'}, {'name': 'Nazar Zadniprovskyi', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/tbBYf4afl7qTu2Jwk6onvrSZZZw.jpg'}, {'name': 'Oleh Skrypka', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/xIaeO5IibTfh9oOwVXoUTgIQ6Pl.jpg'}, {'name': 'Olena Kravets', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/z3YPcVr3shmS0GWllcOuw2E8qCq.jpg'}, {'name': 'Serhii Prytula', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/xprCQ46uSN6kUvPunKSvgpkpeS3.jpg'}, {'name': 'Oleh Mykhailiuta', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/oaGycFdFAvvwu9Fkk7sercWlzjV.jpg'}, {'name': 'Nataliia Sumska', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/vgCFjUeec2Wx8rfDqqtN9miYfIT.jpg'}, {'name': 'Julia Sanina', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/6osPI7YDbduASjPOsB56LsrPUIw.jpg'}, {'name': 'Mykhailo Khoma', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/99MNJvjYLDk5wpBXG3KGiyF2cpb.jpg'}, {'name': 'Nina Matviienko', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/ze44zftVu50Or8zCBRJJHfo7zPd.jpg'}]"
33,https://www.themoviedb.org/t/p/w533_and_h300_bestv2/w2nFc2Rsm93PDkvjY4LTn17ePO0.jpg,75000000,"['Animation', 'Comedy', 'Action', 'Science Fiction']","After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them.",493.612,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ueO9MYIOHO7M1PiMUeX74uf8fB9.jpg,"['Paramount', 'Nickelodeon Movies', 'Point Grey Pictures', 'Cinesite Animation', 'Mikros Animation']","['Canada', 'France', 'United States of America']",2023-07-31,180000000,100,"['English', 'Mandarin']",Heroes aren't born. They're mutated.,Teenage Mutant Ninja Turtles: Mutant Mayhem,7.324,825,https://www.youtube.com/embed/JhXRNRmuYcc,"[{'name': 'Micah Abbey', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/nfQGd7AblQuHloLY3R4Lr46jQhL.jpg'}, {'name': 'Shamon Brown Jr.', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/cZLR1muqSubjevOse7xvZWppMBd.jpg'}, {'name': 'Nicolas Cantu', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/ySFxLOQ9ejiZddviRVf9bhZvDsf.jpg'}, {'name': 'Brady Noon', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/mbgwWA1uVXQ09T7jxs2D333O2JN.jpg'}, {'name': 'Ayo Edebiri', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/5KT566gDowCIvZyrl3fWW1qYqkS.jpg'}, {'name': 'Maya Rudolph', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/9QTtEfAmQOQcGhD12zzxdouLRh4.jpg'}, {'name': 'John Cena', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/cO6n5pxKzHdGauqru6m5kuHb51z.jpg'}, {'name': 'Seth Rogen', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/2dPFskUtoiG0xafsSEGl9Oz4teA.jpg'}, {'name': 'Rose Byrne', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/4oQWCLK7gd6RNKF0WJipJo7TyFP.jpg'}, {'name': 'Natasia Demetriou', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/65aNRTM520iUaBUoSyfyXHXY8xH.jpg'}, {'name': 'Giancarlo Esposito', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/lBvDQZjxhIGMbH61iHnqerpbqHc.jpg'}]"
34,https://www.themoviedb.org/t/p/w533_and_h300_bestv2/vDRcux3EHYluUF1TTi2DcE1K98Q.jpg,0,"['Science Fiction', 'Adventure', 'TV Movie']","San Francisco becomes a target for waves of destructive meteors after a rogue comet orbits around the earth... For astronomer, Michelle Young, what was meant to be a once-in-a-lifetime celestial event, soon turns into her worst nightmare as thousands of meteors break the surface of the atmosphere and bombard the city of San Francisco.",478.776,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/aVzlVwal128Q3mtGOBOC9W2XYcH.jpg,['IFC Films'],['United States of America'],2010-01-30,0,90,['English'],The fury no one saw coming...,Meteor Storm,4.5,52,,"[{'name': 'Michael Trucco', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/qOA3cT2Gsmm9M6URoU4Ykynx2Oc.jpg'}, {'name': 'Kari Matchett', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/sEbZlei6VeAUn33PTwwOfSvfSuz.jpg'}, {'name': 'Brett Dier', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/lJhlX6bQfzUStVPOA2UWgKyK85s.jpg'}, {'name': 'Eric Johnson', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/xBifjKXfvZhYYx6P6dDaIvYIzVq.jpg'}, {'name': 'Kevin McNulty', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/jaXuLA5zYPVzfG8wLtnD2O4aveA.jpg'}, {'name': 'Lara Gilchrist', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/6B09ra6qjcoQlWCOZSi6TA5jrys.jpg'}, {'name': 'Emily Holmes', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/251GyvALh5NiorRIwvn1oLgVmI6.jpg'}, {'name': 'Carmen Moore', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/cPUNFyRPEbgNpBfEVYKWNZtoGML.jpg'}, {'name': 'Jill Morrison', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/1Uezsm9dqRikCWPWXsYhEUkgAyQ.jpg'}, {'name': 'Kirsten Zien', 'profile_path': 'https://www.themoviedb.org/t/p/w138_and_h175_face/eQZtLsjTxfQx8ikPCLXeWDzPUFd.jpg'}]"
